brand_name,model_name,wurfl_device_id,wurfl_fall_back,method,visits,opSelVisits,opSelVisitsOnly,lpVisits,submissions,subscribers,conv,realConv,marketing_name,device_os,device_os_version,release_date,mobile_browser
,,generic,root,WAPPIN,54,0,0,54,3,2,0.037037037037037,0.037037037037037,,,,2002_january,
,,generic,root,NULL,46,24,24,22,0,0,0,0,,,,2002_january,
,,generic,root,Unknown,19,0,0,19,0,0,0,0,,,,2002_january,
,,generic,root,CLICKTAG,1868,0,0,1868,0,0,0,0,,,,2002_january,
,,generic,root,GooglePlay,1,0,0,1,0,0,0,0,,,,2002_january,
,,generic,root,WAP,2153,0,0,2153,27,14,0.006502554575012,0.006502554575012,,,,2002_january,
,,generic,root,SMS_WAP,3,0,0,3,0,0,0,0,,,,2002_january,
,,generic_mobile,generic,GooglePlay,2623,0,0,2623,0,0,0,0,,,,2002_january,
,,generic_mobile,generic,WAPPIN,979,0,0,979,4,0,0,0,,,,2002_january,
,,generic_mobile,generic,WAP,14769,0,0,14769,888,493,0.033380729907238,0.033380729907238,,,,2002_january,
,,generic_mobile,generic,Unknown,1350,0,0,1350,0,0,0,0,,,,2002_january,
,,generic_mobile,generic,JAVA_APP,607,0,0,607,4,4,0.00658978583196,0.00658978583196,,,,2002_january,
,,generic_mobile,generic,NULL,7645,2,2,7643,14,14,0.001831262262917,0.001831741462776,,,,2002_january,
,,generic_mobile,generic,SMS_WAP,3,0,0,3,0,0,0,0,,,,2002_january,
,,generic_mobile,generic,CLICKTAG,28372,0,0,28372,81,81,0.002854927393205,0.002854927393205,,,,2002_january,
,,generic_xhtml,generic_mobile,WAPPIN,4,0,0,4,2,1,0.25,0.25,,,,2002_july,
,,generic_xhtml,generic_mobile,Unknown,2,0,0,2,0,0,0,0,,,,2002_july,
,,generic_xhtml,generic_mobile,CLICKTAG,33,0,0,33,0,0,0,0,,,,2002_july,
,,generic_xhtml,generic_mobile,WAP,1,0,0,1,0,0,0,0,,,,2002_july,
generic web browser,,generic_web_browser,generic,WAP,50,0,0,50,2,1,0.02,0.02,,,,1994_january,
generic web browser,,generic_web_browser,generic,Unknown,6,0,0,6,0,0,0,0,,,,1994_january,
generic web browser,,generic_web_browser,generic,NULL,3,0,0,3,0,0,0,0,,,,1994_january,
generic web browser,,generic_web_browser,generic,CLICKTAG,168,0,0,168,0,0,0,0,,,,1994_january,
Nokia,,nokia_generic_series60,nokia_generic_series40,JAVA_APP,3,0,0,3,0,0,0,0,,Symbian OS,,2002_january,Nokia
Nokia,,nokia_generic_series60,nokia_generic_series40,CLICKTAG,905,0,0,905,7,7,0.007734806629834,0.007734806629834,,Symbian OS,,2002_january,Nokia
Nokia,,nokia_generic_series60,nokia_generic_series40,NULL,43,1,1,42,0,0,0,0,,Symbian OS,,2002_january,Nokia
Nokia,,nokia_generic_series60,nokia_generic_series40,GooglePlay,1,0,0,1,0,0,0,0,,Symbian OS,,2002_january,Nokia
Nokia,,nokia_generic_series60,nokia_generic_series40,WAP,232,0,0,232,18,6,0.025862068965517,0.025862068965517,,Symbian OS,,2002_january,Nokia
Nokia,,nokia_generic_series60,nokia_generic_series40,Unknown,2,0,0,2,0,0,0,0,,Symbian OS,,2002_january,Nokia
,,opwv_v62_generic,opwv_v61_generic,CLICKTAG,2,0,0,2,0,0,0,0,,,,2003_january,Openwave Mobile Browser
,,opwv_v62_generic,opwv_v61_generic,WAPPIN,1,0,0,1,0,0,0,0,,,,2003_january,Openwave Mobile Browser
,,opwv_v62_generic,opwv_v61_generic,WAP,6,0,0,6,0,0,0,0,,,,2003_january,Openwave Mobile Browser
Generic,Windows Phone 8,generic_ms_phone_os8_desktopmode,generic_ms_phone_os8,CLICKTAG,174,0,0,174,0,0,0,0,,Windows Phone OS,8,2012_october,IEMobile
Generic,Windows Phone 8,generic_ms_phone_os8_desktopmode,generic_ms_phone_os8,Unknown,5,0,0,5,0,0,0,0,,Windows Phone OS,8,2012_october,IEMobile
Generic,Windows Phone 8,generic_ms_phone_os8_desktopmode,generic_ms_phone_os8,WAP,125,0,0,125,12,11,0.088,0.088,,Windows Phone OS,8,2012_october,IEMobile
Generic,Windows Phone 8,generic_ms_phone_os8_desktopmode,generic_ms_phone_os8,NULL,2,0,0,2,0,0,0,0,,Windows Phone OS,8,2012_october,IEMobile
Microsoft,Windows RT Tablet,generic_windows_8_rt_msie_10,generic_windows_8_rt,CLICKTAG,2,0,0,2,0,0,0,0,,Windows RT,8,2012_october,MSIE
Robot,Bot or Crawler,generic_curl_based_crawler,generic_web_crawler,CLICKTAG,2,0,0,2,0,0,0,0,,,,2000_january,
Robot,Bot or Crawler,generic_wget_based_crawler,generic_web_crawler,CLICKTAG,1,0,0,1,0,0,0,0,,,,2000_january,
Nokia,Generic Maemo with Fennec,nokia_generic_maemo_with_firefox,nokia_generic_maemo,WAP,3,0,0,3,0,0,0,0,,Linux Smartphone OS,,2011_january,Firefox
Nokia,Generic Maemo with Fennec,nokia_generic_maemo_with_firefox,nokia_generic_maemo,CLICKTAG,61,0,0,61,0,0,0,0,,Linux Smartphone OS,,2011_january,Firefox
Generic,Windows Phone 8,generic_ms_phone_os8,generic_ms_phone_os7_5,CLICKTAG,24,0,0,24,0,0,0,0,,Windows Phone OS,8,2012_october,IEMobile
Generic,Windows Phone 8,generic_ms_phone_os8,generic_ms_phone_os7_5,WAP,5,0,0,5,2,0,0,0,,Windows Phone OS,8,2012_october,IEMobile
MAUI-based Generic,MAUI WAP Browser,generic_maui_wap_browser_camelcase,generic_maui_wap_browser,CLICKTAG,18,0,0,18,0,0,0,0,,MTK/Nucleus OS,,2006_january,MAUI Wap Browser
MAUI-based Generic,MAUI WAP Browser,generic_maui_wap_browser_camelcase,generic_maui_wap_browser,NULL,2,0,0,2,0,0,0,0,,MTK/Nucleus OS,,2006_january,MAUI Wap Browser
MAUI-based Generic,MAUI WAP Browser,generic_maui_wap_browser_camelcase,generic_maui_wap_browser,WAP,13,0,0,13,4,4,0.307692307692308,0.307692307692308,,MTK/Nucleus OS,,2006_january,MAUI Wap Browser
Mozilla,Firefox for Android Tablet,generic_android_ver2_0_fennec_tablet,generic_android_ver2_2,NULL,1,1,1,0,0,0,0,0,,Android,2.2,2012_june,Fennec
Mozilla,Firefox for Android Tablet,generic_android_ver2_0_fennec_tablet,generic_android_ver2_2,CLICKTAG,81,0,0,81,0,0,0,0,,Android,2.2,2012_june,Fennec
Mozilla,Firefox for Android Tablet,generic_android_ver2_0_fennec_tablet,generic_android_ver2_2,GooglePlay,1419,0,0,1419,2,2,0.001409443269908,0.001409443269908,,Android,2.2,2012_june,Fennec
Mozilla,Firefox for Android Tablet,generic_android_ver2_0_fennec_tablet,generic_android_ver2_2,WAP,60,0,0,60,6,5,0.083333333333333,0.083333333333333,,Android,2.2,2012_june,Fennec
HTC,Disguised as Macintosh,generic_android_htc_disguised_as_mac,generic_android_ver2,NULL,4,0,0,4,0,0,0,0,,Android,2,2009_october,Android Webkit
HTC,Disguised as Macintosh,generic_android_htc_disguised_as_mac,generic_android_ver2,GooglePlay,48,0,0,48,0,0,0,0,,Android,2,2009_october,Android Webkit
HTC,Disguised as Macintosh,generic_android_htc_disguised_as_mac,generic_android_ver2,CLICKTAG,35,0,0,35,0,0,0,0,,Android,2,2009_october,Android Webkit
HTC,Disguised as Macintosh,generic_android_htc_disguised_as_mac,generic_android_ver2,WAP,62,0,0,62,1,0,0,0,,Android,2,2009_october,Android Webkit
Generic,Windows Phone 7.5,generic_ms_phone_os7_5_desktopmode,generic_ms_phone_os7_5,CLICKTAG,108,0,0,108,0,0,0,0,,Windows Phone OS,7.5,2011_july,IEMobile
Generic,Windows Phone 7.5,generic_ms_phone_os7_5_desktopmode,generic_ms_phone_os7_5,WAP,22,0,0,22,1,1,0.045454545454546,0.045454545454546,,Windows Phone OS,7.5,2011_july,IEMobile
Generic,Android 4.1,generic_android_ver4_1,generic_android_ver4,Unknown,6,0,0,6,0,0,0,0,,Android,4.1,2011_december,Android Webkit
Generic,Android 4.1,generic_android_ver4_1,generic_android_ver4,WAPPIN,8,0,0,8,0,0,0,0,,Android,4.1,2011_december,Android Webkit
Generic,Android 4.1,generic_android_ver4_1,generic_android_ver4,NULL,39,29,29,10,0,0,0,0,,Android,4.1,2011_december,Android Webkit
Generic,Android 4.1,generic_android_ver4_1,generic_android_ver4,CLICKTAG,592,3,0,592,0,0,0,0,,Android,4.1,2011_december,Android Webkit
Generic,Android 4.1,generic_android_ver4_1,generic_android_ver4,GooglePlay,5626,0,0,5626,19,19,0.003377177390686,0.003377177390686,,Android,4.1,2011_december,Android Webkit
Generic,Android 4.1,generic_android_ver4_1,generic_android_ver4,WAP,1407,0,0,1407,87,50,0.035536602700782,0.035536602700782,,Android,4.1,2011_december,Android Webkit
Generic,J2ME Midlet,generic_midp_midlet,generic_mobile,CLICKTAG,2645,0,0,2645,28,28,0.010586011342155,0.010586011342155,,,,2006_january,
Generic,J2ME Midlet,generic_midp_midlet,generic_mobile,WAPPIN,11,0,0,11,0,0,0,0,,,,2006_january,
Generic,J2ME Midlet,generic_midp_midlet,generic_mobile,NULL,362,2,2,360,0,0,0,0,,,,2006_january,
Generic,J2ME Midlet,generic_midp_midlet,generic_mobile,Unknown,1,0,0,1,0,0,0,0,,,,2006_january,
Generic,J2ME Midlet,generic_midp_midlet,generic_mobile,JAVA_APP,86,0,0,86,0,0,0,0,,,,2006_january,
Generic,J2ME Midlet,generic_midp_midlet,generic_mobile,WAP,18921,0,0,18921,2020,1050,0.055493895671476,0.055493895671476,,,,2006_january,
Opera,Mobi for Android,generic_android_ver4_0_opera_mobi_11,generic_android_ver4_0_opera_mobi,GooglePlay,2,0,0,2,0,0,0,0,,Android,4,2011_november,Opera Mobi
Opera,Mobi for Android,generic_android_ver4_0_opera_mobi_11,generic_android_ver4_0_opera_mobi,WAP,22,0,0,22,0,0,0,0,,Android,4,2011_november,Opera Mobi
Generic,Android 4.0,generic_android_ver4,generic_android_ver2_4,Unknown,14,0,0,14,0,0,0,0,,Android,4,2011_october,Android Webkit
Generic,Android 4.0,generic_android_ver4,generic_android_ver2_4,WAPPIN,10,0,0,10,0,0,0,0,,Android,4,2011_october,Android Webkit
Generic,Android 4.0,generic_android_ver4,generic_android_ver2_4,GooglePlay,18648,11,0,18648,30,30,0.001608751608752,0.001608751608752,,Android,4,2011_october,Android Webkit
Generic,Android 4.0,generic_android_ver4,generic_android_ver2_4,SMS_WAP,1,0,0,1,0,0,0,0,,Android,4,2011_october,Android Webkit
Generic,Android 4.0,generic_android_ver4,generic_android_ver2_4,NULL,176,86,86,90,1,0,0,0,,Android,4,2011_october,Android Webkit
Generic,Android 4.0,generic_android_ver4,generic_android_ver2_4,CLICKTAG,1542,3,0,1542,1,1,0.00064850843061,0.00064850843061,,Android,4,2011_october,Android Webkit
Generic,Android 4.0,generic_android_ver4,generic_android_ver2_4,WAP,3052,0,0,3052,295,152,0.049803407601573,0.049803407601573,,Android,4,2011_october,Android Webkit
Generic,Android 2.3,generic_android_ver2_3_ucweb,generic_android_ver2_3,CLICKTAG,2,0,0,2,0,0,0,0,,Android,2.3,2010_november,UCWeb
Generic,Android 2.3,generic_android_ver2_3_ucweb,generic_android_ver2_3,GooglePlay,54,0,0,54,0,0,0,0,,Android,2.3,2010_november,UCWeb
Generic,Android 2.3,generic_android_ver2_3_ucweb,generic_android_ver2_3,WAP,11,0,0,11,1,1,0.090909090909091,0.090909090909091,,Android,2.3,2010_november,UCWeb
Generic,Android 2.2,generic_android_ver2_2_ucweb,generic_android_ver2_2,GooglePlay,1,0,0,1,0,0,0,0,,Android,2.2,2009_october,UCWeb
Generic,Android 2.1,generic_android_ver2_1_ucweb,generic_android_ver2_1,GooglePlay,2,0,0,2,0,0,0,0,,Android,2.1,2009_october,UCWeb
Generic,Android 2.0,generic_android_ver2_0_ucweb,generic_android_ver2,WAP,5,0,0,5,0,0,0,0,,Android,2,2009_october,UCWeb
Generic,Android 2.0,generic_android_ver2_0_ucweb,generic_android_ver2,GooglePlay,75,0,0,75,0,0,0,0,,Android,2,2009_october,UCWeb
Generic,Android 2.0,generic_android_ver2_0_ucweb,generic_android_ver2,NULL,3,0,0,3,0,0,0,0,,Android,2,2009_october,UCWeb
Mozilla,Firefox for Android,generic_android_ver2_0_fennec,generic_android_ver2_2,WAP,1245,0,0,1245,80,43,0.034538152610442,0.034538152610442,,Android,2.2,2012_june,Fennec
Mozilla,Firefox for Android,generic_android_ver2_0_fennec,generic_android_ver2_2,GooglePlay,2385,0,0,2385,13,13,0.005450733752621,0.005450733752621,,Android,2.2,2012_june,Fennec
Mozilla,Firefox for Android,generic_android_ver2_0_fennec,generic_android_ver2_2,CLICKTAG,244,0,0,244,0,0,0,0,,Android,2.2,2012_june,Fennec
Opera,Tablet on Android,generic_android_ver3_2_opera_tablet,generic_android_ver3_2,WAP,8,0,0,8,1,1,0.125,0.125,,Android,3.2,2011_february,Opera Tablet
Opera,Tablet on Android,generic_android_ver3_2_opera_tablet,generic_android_ver3_2,GooglePlay,33,0,0,33,0,0,0,0,,Android,3.2,2011_february,Opera Tablet
Opera,Tablet on Android,generic_android_ver3_2_opera_tablet,generic_android_ver3_2,CLICKTAG,1,0,0,1,0,0,0,0,,Android,3.2,2011_february,Opera Tablet
Opera,Tablet on Android,generic_android_ver2_3_opera_tablet,generic_android_ver2_3,GooglePlay,1,0,0,1,0,0,0,0,,Android,2.3,2011_october,Opera Tablet
Opera,Tablet on Android,generic_android_ver2_3_opera_tablet,generic_android_ver2_3,WAP,6,0,0,6,3,0,0,0,,Android,2.3,2011_october,Opera Tablet
Opera,Tablet on Android,generic_android_ver2_2_opera_tablet,generic_android_ver2_2,GooglePlay,1,0,0,1,0,0,0,0,,Android,2.2,2011_october,Opera Tablet
Opera,Mobi for Android,generic_android_ver2_3_opera_mobi_11,generic_android_ver2_3_opera_mobi,WAP,10,0,0,10,3,2,0.2,0.2,,Android,2.3,2010_november,Opera Mobi
Opera,Mobi for Android,generic_android_ver2_3_opera_mobi_11,generic_android_ver2_3_opera_mobi,GooglePlay,49,0,0,49,0,0,0,0,,Android,2.3,2010_november,Opera Mobi
Opera,Mobi for Android,generic_android_ver2_2_opera_mobi_11,generic_android_ver2_2_opera_mobi,GooglePlay,1,0,0,1,0,0,0,0,,Android,2.2,2009_october,Opera Mobi
Opera,Mobi for Android,generic_android_ver2_2_opera_mobi,generic_android_ver2_2,GooglePlay,5,0,0,5,0,0,0,0,,Android,2.2,2009_october,Opera Mobi
Generic,Android 2.0,generic_android_ver2_0_opera_mobi,generic_android_ver2,CLICKTAG,79,1,0,79,0,0,0,0,,Android,2,2009_october,Opera Mobi
Generic,Android 2.0,generic_android_ver2_0_opera_mobi,generic_android_ver2,GooglePlay,1316,0,0,1316,10,10,0.007598784194529,0.007598784194529,,Android,2,2009_october,Opera Mobi
Generic,Android 2.0,generic_android_ver2_0_opera_mobi,generic_android_ver2,WAP,618,0,0,618,31,16,0.02588996763754,0.02588996763754,,Android,2,2009_october,Opera Mobi
Opera,Mini 5,generic_opera_mini_android_version5,generic_opera_mini_android_version4,Unknown,7,0,0,7,0,0,0,0,,Android,2,2009_september,Opera Mini
Opera,Mini 5,generic_opera_mini_android_version5,generic_opera_mini_android_version4,WAP,113,0,0,113,11,9,0.079646017699115,0.079646017699115,,Android,2,2009_september,Opera Mini
Opera,Mini 5,generic_opera_mini_android_version5,generic_opera_mini_android_version4,CLICKTAG,523,3,0,523,3,3,0.005736137667304,0.005736137667304,,Android,2,2009_september,Opera Mini
Opera,Mini 5,generic_opera_mini_android_version5,generic_opera_mini_android_version4,WAPPIN,242,0,0,242,0,0,0,0,,Android,2,2009_september,Opera Mini
Opera,Mini 5,generic_opera_mini_android_version5,generic_opera_mini_android_version4,GooglePlay,65946,10,0,65946,402,402,0.006095896642708,0.006095896642708,,Android,2,2009_september,Opera Mini
Opera,Mini 5,generic_opera_mini_android_version5,generic_opera_mini_android_version4,SMS_WAP,13,0,0,13,0,0,0,0,,Android,2,2009_september,Opera Mini
Opera,Mini 5,generic_opera_mini_android_version5,generic_opera_mini_android_version4,NULL,24,20,20,4,0,0,0,0,,Android,2,2009_september,Opera Mini
Nokia,unrecognized OVI Browser,nokia_generic_series40_ovibrosr,nokia_generic_series40_dp50,CLICKTAG,863,0,0,863,0,0,0,0,,,,2010_july,Nokia Proxy Browser
Generic,Windows Phone 7.5,generic_ms_phone_os7_5,generic_ms_phone_os7,WAP,884,0,0,884,103,58,0.065610859728507,0.065610859728507,,Windows Phone OS,7.5,2011_july,IEMobile
Generic,Windows Phone 7.5,generic_ms_phone_os7_5,generic_ms_phone_os7,CLICKTAG,1835,0,0,1835,0,0,0,0,,Windows Phone OS,7.5,2011_july,IEMobile
Generic,Windows Phone 7.5,generic_ms_phone_os7_5,generic_ms_phone_os7,NULL,24,0,0,24,0,0,0,0,,Windows Phone OS,7.5,2011_july,IEMobile
Generic,Android 3.2,generic_android_ver3_2,generic_android_ver3_1,CLICKTAG,6,0,0,6,0,0,0,0,,Android,3.2,2011_february,Android Webkit
Generic,Android 3.2,generic_android_ver3_2,generic_android_ver3_1,WAP,4,0,0,4,0,0,0,0,,Android,3.2,2011_february,Android Webkit
Generic,Android 3.2,generic_android_ver3_2,generic_android_ver3_1,GooglePlay,10,0,0,10,0,0,0,0,,Android,3.2,2011_february,Android Webkit
Generic,GoogleTV,generic_smarttv_googletv_browser,generic_smarttv_browser,CLICKTAG,1,0,0,1,0,0,0,0,,,,2011_january,
Generic,SmartTV,generic_smarttv_browser,generic_web_browser,CLICKTAG,7,0,0,7,0,0,0,0,,,,2011_january,
Nokia,,nokia_generic_meego,generic_xhtml,WAP,10,0,0,10,0,0,0,0,,MeeGo,1.2,2011_june,
Nokia,,nokia_generic_meego,generic_xhtml,CLICKTAG,46,0,0,46,0,0,0,0,,MeeGo,1.2,2011_june,
Generic,Android 3.1,generic_android_ver3_1,generic_android_ver3_0,GooglePlay,30,0,0,30,0,0,0,0,,Android,3.1,2011_february,Android Webkit
Generic,Android 3.1,generic_android_ver3_1,generic_android_ver3_0,WAP,2,0,0,2,0,0,0,0,,Android,3.1,2011_february,Android Webkit
Generic,Android 3.1,generic_android_ver3_1,generic_android_ver3_0,NULL,7,0,0,7,0,0,0,0,,Android,3.1,2011_february,Android Webkit
Generic,Android 2.3,generic_android_ver2_3,generic_android_ver2_2,Unknown,4,0,0,4,0,0,0,0,,Android,2.3,2010_november,Android Webkit
Generic,Android 2.3,generic_android_ver2_3,generic_android_ver2_2,WAPPIN,11,0,0,11,0,0,0,0,,Android,2.3,2010_november,Android Webkit
Generic,Android 2.3,generic_android_ver2_3,generic_android_ver2_2,SMS_WAP,10,0,0,10,0,0,0,0,,Android,2.3,2010_november,Android Webkit
Generic,Android 2.3,generic_android_ver2_3,generic_android_ver2_2,NULL,29,9,9,20,0,0,0,0,,Android,2.3,2010_november,Android Webkit
Generic,Android 2.3,generic_android_ver2_3,generic_android_ver2_2,CLICKTAG,306,2,0,306,1,1,0.003267973856209,0.003267973856209,,Android,2.3,2010_november,Android Webkit
Generic,Android 2.3,generic_android_ver2_3,generic_android_ver2_2,GooglePlay,7423,0,0,7423,9,9,0.001212447797386,0.001212447797386,,Android,2.3,2010_november,Android Webkit
Generic,Android 2.3,generic_android_ver2_3,generic_android_ver2_2,WAP,689,0,0,689,89,59,0.085631349782293,0.085631349782293,,Android,2.3,2010_november,Android Webkit
Generic,Windows Mobile (Opera),generic_winmo_opera_sub1000beta,generic_winmo_opera,WAP,1,0,0,1,0,0,0,0,,Windows Mobile OS,,2010_march,Opera
LGUPlus,LGUPlus/Android/WebKit,generic_lguplus_android_webkit_browser,generic_lguplus_android2,GooglePlay,1,0,0,1,0,0,0,0,,Android,2.2,2010_july,LGUPlus WebKit
LGUPlus,LGUPlus/Android/WebKit,generic_lguplus_android_webkit_browser,generic_lguplus_android2,CLICKTAG,1,0,0,1,0,0,0,0,,Android,2.2,2010_july,LGUPlus WebKit
Generic,Android 2.2,generic_android_ver2_2,generic_android_ver2_1,WAPPIN,8,0,0,8,0,0,0,0,,Android,2.2,2009_october,Android Webkit
Generic,Android 2.2,generic_android_ver2_2,generic_android_ver2_1,GooglePlay,241,0,0,241,0,0,0,0,,Android,2.2,2009_october,Android Webkit
Generic,Android 2.2,generic_android_ver2_2,generic_android_ver2_1,WAP,20,0,0,20,1,0,0,0,,Android,2.2,2009_october,Android Webkit
Generic,Android 2.2,generic_android_ver2_2,generic_android_ver2_1,NULL,8,0,0,8,0,0,0,0,,Android,2.2,2009_october,Android Webkit
Generic,Android 2.2,generic_android_ver2_2,generic_android_ver2_1,CLICKTAG,15,0,0,15,0,0,0,0,,Android,2.2,2009_october,Android Webkit
Nokia,Generic Maemo with Fennec,generic_opera_mobi_maemo,nokia_generic_maemo_with_firefox,CLICKTAG,13,0,0,13,0,0,0,0,,Linux Smartphone OS,,2011_january,Firefox
Generic,Windows Phone 7,generic_ms_phone_os7,generic_xhtml,WAP,4,0,0,4,0,0,0,0,,Windows Phone OS,7,2010_february,IEMobile
Generic,Windows Phone 7,generic_ms_phone_os7,generic_xhtml,CLICKTAG,5,0,0,5,0,0,0,0,,Windows Phone OS,7,2010_february,IEMobile
Generic,Android 2.1,generic_android_ver2_1,generic_android_ver2,CLICKTAG,5,0,0,5,0,0,0,0,,Android,2.1,2009_october,Android Webkit
Generic,Android 2.1,generic_android_ver2_1,generic_android_ver2,GooglePlay,68,0,0,68,0,0,0,0,,Android,2.1,2009_october,Android Webkit
Generic,Android 2.1,generic_android_ver2_1,generic_android_ver2,WAP,16,0,0,16,3,2,0.125,0.125,,Android,2.1,2009_october,Android Webkit
Generic,Windows Mobile 6.5,generic_ms_winmo6_5,generic_ms_winmo6_1,JAVA_APP,9,0,0,9,0,0,0,0,,Windows Mobile OS,6.5,2009_december,Microsoft Mobile Explorer
Generic,Windows Mobile 6.5,generic_ms_winmo6_5,generic_ms_winmo6_1,CLICKTAG,12,0,0,12,0,0,0,0,,Windows Mobile OS,6.5,2009_december,Microsoft Mobile Explorer
Generic,Windows Mobile 6.5,generic_ms_winmo6_5,generic_ms_winmo6_1,WAP,6,0,0,6,1,0,0,0,,Windows Mobile OS,6.5,2009_december,Microsoft Mobile Explorer
Generic,Android 1.6,generic_android_ver1_6,generic_android_ver1_5,GooglePlay,4,0,0,4,0,0,0,0,,Android,1.6,2009_july,Android Webkit
Generic,Android 1.5,generic_android_ver1_5,generic_android,GooglePlay,10,0,0,10,0,0,0,0,,Android,1.5,2007_september,Android Webkit
Robot,Bot or Crawler,generic_web_crawler,generic_web_browser,CLICKTAG,1142,0,0,1142,18,18,0.015761821366024,0.015761821366024,,,,2000_january,
Robot,Bot or Crawler,generic_web_crawler,generic_web_browser,Unknown,2,0,0,2,0,0,0,0,,,,2000_january,
Robot,Bot or Crawler,generic_web_crawler,generic_web_browser,WAPPIN,1,0,0,1,0,0,0,0,,,,2000_january,
Robot,Bot or Crawler,generic_web_crawler,generic_web_browser,NULL,9,9,9,0,0,0,0,0,,,,2000_january,
Robot,Bot or Crawler,generic_web_crawler,generic_web_browser,WAP,2,0,0,2,0,0,0,0,,,,2000_january,
Generic,J2ME Midlet,generic_untrusted_midlet,generic_mobile,CLICKTAG,2,0,0,2,0,0,0,0,,,,2008_january,
Generic,J2ME Midlet,generic_untrusted_midlet,generic_mobile,WAP,11,0,0,11,2,2,0.181818181818182,0.181818181818182,,,,2008_january,
MAUI-based Generic,MAUI WAP Browser,generic_maui_wap_browser_underscore,generic_maui_wap_browser,WAP,1,0,0,1,0,0,0,0,,MTK/Nucleus OS,,2006_january,MAUI Wap Browser
Generic,Android,generic_android,generic_xhtml,Unknown,2,0,0,2,0,0,0,0,,Android,0.5,2007_september,Android Webkit
Generic,Android,generic_android,generic_xhtml,NULL,25,2,2,23,0,0,0,0,,Android,0.5,2007_september,Android Webkit
Generic,Android,generic_android,generic_xhtml,WAPPIN,2,0,0,2,0,0,0,0,,Android,0.5,2007_september,Android Webkit
Generic,Android,generic_android,generic_xhtml,GooglePlay,1848,0,0,1848,6,6,0.003246753246753,0.003246753246753,,Android,0.5,2007_september,Android Webkit
Generic,Android,generic_android,generic_xhtml,WAP,393,0,0,393,48,24,0.061068702290076,0.061068702290076,,Android,0.5,2007_september,Android Webkit
Generic,Android,generic_android,generic_xhtml,CLICKTAG,127,1,0,127,0,0,0,0,,Android,0.5,2007_september,Android Webkit
Access,NetFront Ver. 3.5,generic_netfront_ver3_5,generic_netfront_ver3_4,CLICKTAG,31,0,0,31,0,0,0,0,,,,2002_july,Access Netfront
Access,NetFront Ver. 3.5,generic_netfront_ver3_5,generic_netfront_ver3_4,WAP,13,0,0,13,2,1,0.076923076923077,0.076923076923077,,,,2002_july,Access Netfront
Access,NetFront Ver. 3.4,generic_netfront_ver3_4,generic_netfront_ver3_3,CLICKTAG,9,0,0,9,0,0,0,0,,,,2002_july,Access Netfront
Generic,Windows Mobile,generic_ms_mobile,generic_xhtml,NULL,2,0,0,2,0,0,0,0,,Windows Mobile OS,,2005_january,Microsoft Mobile Explorer
Generic,Windows Mobile,generic_ms_mobile,generic_xhtml,WAP,21,0,0,21,5,1,0.047619047619048,0.047619047619048,,Windows Mobile OS,,2005_january,Microsoft Mobile Explorer
Generic,Windows Mobile,generic_ms_mobile,generic_xhtml,CLICKTAG,64,0,0,64,0,0,0,0,,Windows Mobile OS,,2005_january,Microsoft Mobile Explorer
MAUI-based Generic,MAUI WAP Browser,generic_maui_wap_browser,generic_xhtml,CLICKTAG,172,0,0,172,5,5,0.02906976744186,0.02906976744186,,MTK/Nucleus OS,,2006_january,MAUI Wap Browser
MAUI-based Generic,MAUI WAP Browser,generic_maui_wap_browser,generic_xhtml,NULL,3,0,0,3,0,0,0,0,,MTK/Nucleus OS,,2006_january,MAUI Wap Browser
MAUI-based Generic,MAUI WAP Browser,generic_maui_wap_browser,generic_xhtml,WAP,110,0,0,110,34,20,0.181818181818182,0.181818181818182,,MTK/Nucleus OS,,2006_january,MAUI Wap Browser
Nextbook,Next7S,nextbook_next7s_ver1,generic_android_ver4,GooglePlay,2,0,0,2,0,0,0,0,,Android,4,2012_may,Android Webkit
Generic,Windows Mobile,ms_mobile_browser_ver1_subce176220,generic_ms_mobile,CLICKTAG,3,0,0,3,0,0,0,0,,Windows Mobile OS,,2005_january,Microsoft Mobile Explorer
Nokia,2610,nokia_2610_ver1_sub0375,nokia_2610_ver1,JAVA_APP,1,0,0,1,0,0,0,0,,,,2006_march,Nokia
Nokia,2626,nokia_2626_ver1_sub351,nokia_2626_ver1,WAP,2,0,0,2,0,0,0,0,,,,2006_november,Nokia
Nokia,3100,nokia_3100_ver1,nokia_generic_series40,WAP,551,0,0,551,140,89,0.161524500907441,0.161524500907441,,,,2003_june,Nokia
Nokia,3100,nokia_3100_ver1,nokia_generic_series40,NULL,16,0,0,16,0,0,0,0,,,,2003_june,Nokia
Nokia,3100,nokia_3100_ver1,nokia_generic_series40,CLICKTAG,1047,0,0,1047,1,1,0.000955109837631,0.000955109837631,,,,2003_june,Nokia
Nokia,3110 classic,nokia_3110c_ver1_sub0491,nokia_3110c_ver1,JAVA_APP,5,0,0,5,0,0,0,0,classic,,,2007_february,Nokia
Nokia,3110 classic,nokia_3110c_ver1_sub0491,nokia_3110c_ver1,WAP,41,0,0,41,4,2,0.048780487804878,0.048780487804878,classic,,,2007_february,Nokia
Nokia,5300,nokia_5300_ver1,nokia_generic_series40_dp30,WAP,4,0,0,4,0,0,0,0,,,,2006_september,Nokia
Nokia,5310 XpressMusic,nokia_5310_xpressmusic_ver1,nokia_generic_series40_dp50,WAP,3,0,0,3,1,0,0,0,XpressMusic,,,2007_august,Nokia
