brand_name,model_name,wurfl_device_id,wurfl_fall_back,visits,opSelVisits,opSelVisitsOnly,lpVisits,submissions,subscribers,conv,realConv,marketing_name,device_os,device_os_version,release_date,mobile_browser
Nokia,5800 XpressMusic,nokia_5800d_ver1_sub510006,nokia_5800d_ver1_sub500005,2317,1,1,2316,129,79,0.034095813552007,0.034110535405872,XpressMusic,Symbian OS,9.4,2008_october,Safari
Nokia,C7-00,nokia_c7_00_ver1_sub012001,nokia_c7_00_ver1,662,0,0,662,35,22,0.033232628398792,0.033232628398792,Astound,Symbian OS,S3,2010_september,Nokia BrowserNG
Nokia,C7-00,nokia_c7_00_ver1_sub012003,nokia_c7_00_ver1,2300,0,0,2300,124,82,0.035652173913044,0.035652173913044,Astound,Symbian OS,S3,2010_september,Nokia BrowserNG
Nokia,E7-00,nokia_e7_00_ver1,nokia_generic_symbian3,1441,0,0,1441,64,45,0.031228313671062,0.031228313671062,,Symbian OS,S3,2010_september,Nokia BrowserNG
Nokia,N8-00,nokia_n8_00_ver1_sub011012,nokia_n8_00_ver1,1272,0,0,1272,80,54,0.042452830188679,0.042452830188679,N8,Symbian OS,S3,2010_april,Nokia BrowserNG
Nokia,E63,nokia_e63_ver1_sub41121001,nokia_e63_ver1,18473,1,0,18473,1144,712,0.038542738050127,0.038542738050127,,Symbian OS,,2008_november,Safari
Nokia,E63,nokia_e63_ver1_sub50121001,nokia_e63_ver1,70383,5,5,70378,5525,3295,0.046815282099371,0.046818608087755,,Symbian OS,,2008_november,Safari
Nokia,E63,nokia_e63_ver1_sub50121001_sub2,nokia_e63_ver1_sub50121001,195,0,0,195,10,3,0.015384615384615,0.015384615384615,,Symbian OS,,2008_november,Safari
Nokia,E63,nokia_e63_ver1_sub41121001_sub3,nokia_e63_ver1_sub41121001,363,0,0,363,11,8,0.022038567493113,0.022038567493113,,Symbian OS,,2008_november,Safari
Nokia,E63,nokia_e63_ver1_sub50121001_sub3,nokia_e63_ver1_sub50121001,58,0,0,58,5,2,0.03448275862069,0.03448275862069,,Symbian OS,,2008_november,Safari
Nokia,E66,nokia_e66_ver1_sub50121001,nokia_e66_ver1,5861,0,0,5861,316,230,0.039242450093841,0.039242450093841,,Symbian OS,9.2,2008_june,Safari
Nokia,E71,nokia_e71_ver1_sub41121001,nokia_e71_ver1,4261,0,0,4261,177,104,0.024407416099507,0.024407416099507,,Symbian OS,9.2,2008_june,Safari
Nokia,E71,nokia_e71_ver1_sub50121001,nokia_e71_ver1,36185,3,3,36182,2142,1248,0.034489429321542,0.034492288983472,,Symbian OS,9.2,2008_june,Safari
Nokia,E71,nokia_e71_ver1_sub3_41121001,nokia_e71_ver1,36,0,0,36,5,3,0.083333333333333,0.083333333333333,,Symbian OS,9.2,2008_june,Safari
Nokia,E71,nokia_e71_ver1_sub3_50121001,nokia_e71_ver1,35,0,0,35,2,0,0,0,,Symbian OS,9.2,2008_june,Safari
Nokia,N97,nokia_n97_ver1_sub_220110,nokia_n97_ver1,3460,0,0,3460,199,124,0.035838150289017,0.035838150289017,,Symbian OS,9.4,2008_december,Safari
Nokia,6700 slide,nokia_6700s_ver1_sub061002,nokia_6700s_ver1,31,0,0,31,4,1,0.032258064516129,0.032258064516129,,Symbian OS,,2009_november,Nokia BrowserNG
Google,Nexus One,google_nexusone_ver1_suban22,google_nexusone_ver1,156,0,0,156,0,0,0,0,HTC Nexus One,Android,2.2,2009_october,Android Webkit
Nokia,6303i classic,nokia_6303iclassic_ver1_sub0710,nokia_6303iclassic_ver1,209,0,0,209,36,26,0.124401913875598,0.124401913875598,Classic,,,2010_february,Nokia
Nokia,C6-01,nokia_c6_01_ver1_sub012003,nokia_c6_01_ver1,44,0,0,44,1,1,0.022727272727273,0.022727272727273,,Symbian OS,S3,2010_september,Nokia BrowserNG
Nokia,X2-00,nokia_x2_00_ver1_sub500480,nokia_x2_00_ver1,1581,0,0,1581,446,306,0.193548387096774,0.193548387096774,,,,2010_april,Nokia
Nokia,X3-02,nokia_x3_02_ver1,nokia_generic_series40_dp60,1065,0,0,1065,102,77,0.072300469483568,0.072300469483568,,,,2010_august,Nokia
Samsung,GT-S5230,samsung_gt_s5230_ver1_subjasmine1_0,samsung_gt_s5230_ver1,30,0,0,30,12,6,0.2,0.2,Star,,,2009_july,Dolfin/Jasmine Webkit
Samsung,GT-S5230,samsung_gt_s5230_ver1_submxi,samsung_gt_s5230_ver1_subjasmine1_0,2,0,0,2,0,0,0,0,Star,,,2009_july,Dolfin/Jasmine Webkit
RIM,BlackBerry 9780,blackberry9780_ver1_sub600131,blackberry9780_ver1,371,1,1,370,0,0,0,0,,RIM OS,6,2010_september,Safari
Samsung,GT S5233S,samsung_gt_s5233s_ver1_subua,samsung_gt_s5233s_ver1,3,0,0,3,1,0,0,0,,,,2009_august,Dolfin/Jasmine Webkit
Samsung,GT S5233S,samsung_gt_s5233s_ver1_subua_datauri,samsung_gt_s5233s_ver1_subua,16,0,0,16,1,1,0.0625,0.0625,,,,2009_august,Dolfin/Jasmine Webkit
Samsung,GT S5233S,samsung_gt_s5233s_ver1_subua_datauri2,samsung_gt_s5233s_ver1_subua_datauri,1,0,0,1,0,0,0,0,,,,2009_august,Dolfin/Jasmine Webkit
Samsung,GT-B2710,samsung_gt_b2710_ver1,generic_dolfin2_0,1,0,0,1,1,1,1,1,Xcover 271,,,2010_october,Dolfin/Jasmine Webkit
Samsung,GT-E2370,samsung_gt_e2370_ver1,opwv_v62_generic,1,0,0,1,0,0,0,0,Xcover,,,2010_october,Openwave Mobile Browser
SonyEricsson,J20i,sonyericsson_j20i_ver1_subr7ca,sonyericsson_j20i_ver1,310,0,0,310,21,7,0.02258064516129,0.02258064516129,,,,2010_january,Access Netfront
SonyEricsson,W150i,sonyericsson_w150i_ver1,lg_generic_obigo_q7,11,0,0,11,1,0,0,0,TeaCake,,,2010_october,Teleca-Obigo
SonyEricsson,W995,sonyericsson_w995_ver1_subar1ga,sonyericsson_w995_ver1_suba,1,0,0,1,0,0,0,0,,,,2009_march,Access Netfront
RIM,BlackBerry 8520,blackberry8520_ver1_sub461314,blackberry8520_ver1,756,0,0,756,18,17,0.022486772486772,0.022486772486772,Curve,RIM OS,4.6.1,2009_august,BlackBerry
RIM,BlackBerry 8520,blackberry8520_ver1_sub500822,blackberry8520_ver1,7855,0,0,7855,104,93,0.011839592616168,0.011839592616168,Curve,RIM OS,5,2009_august,BlackBerry
RIM,BlackBerry 8530,blackberry8530_ver1_sub500508,blackberry8530_ver1,1,0,0,1,0,0,0,0,Curve,RIM OS,5,2009_november,BlackBerry
RIM,BlackBerry 9000,blackberry9000_ver1_sub500681,blackberry9000_ver1,346,0,0,346,6,6,0.017341040462428,0.017341040462428,Bold,RIM OS,5,2007_january,BlackBerry
RIM,BlackBerry 9105,blackberry9105_ver1_sub500882,blackberry9105_ver1,227,1,1,226,2,1,0.004405286343612,0.004424778761062,Pearl 3G,RIM OS,5,2010_may,BlackBerry
RIM,BlackBerry 9500,blackberry9500_ver1_sub470181,blackberry9500_ver1,21,0,0,21,0,0,0,0,Storm,RIM OS,4.7,2008_august,BlackBerry
RIM,BlackBerry 9530,blackberry9530_ver1_sub500419,blackberry9530_ver1,2,0,0,2,0,0,0,0,Storm,RIM OS,5,2008_november,BlackBerry
SonyEricsson,U20i,sonyericsson_u20i_ver1_engb,sonyericsson_u20i_ver1,102,0,0,102,1,0,0,0,Xperia X10 Mini pro,Android,1.6,2010_february,Android Webkit
LG,LG-GD350,lg_gd350_ver1,lg_generic_obigo_q7,6,0,0,6,2,2,0.333333333333333,0.333333333333333,,,,2010_october,Teleca-Obigo
LG,LG-GX500,lg_gx500_ver1,lg_generic_obigo_q7,14,0,0,14,2,1,0.071428571428571,0.071428571428571,,,,2010_october,Teleca-Obigo
Samsung,GT-E2550,samsung_gt_e2550_ver1,opwv_v62_generic,12,0,0,12,2,0,0,0,,,,2010_october,Openwave Mobile Browser
Alcatel,Vodafone-543,alcatel_vodafone543_ver1,generic_opera_mini_version4,16,0,0,16,0,0,0,0,Miss Sixty,,,2010_october,Opera Mini
Samsung,SPH-M920,samsung_sph_m920_ver1,generic_android_ver2_1,13,0,0,13,0,0,0,0,,Android,2.1,2010_october,Android Webkit
Amazon,Kindle 2,amazon_kindle2_ver1_sub25,amazon_kindle2_ver1,2,0,0,2,0,0,0,0,,Linux Smartphone OS,2.6,2009_january,Access Netfront
Samsung,GT-S5550,samsung_gt_s5550_ver1,generic_netfront_ver3_5,1,0,0,1,1,0,0,0,Shark 2,,,2010_october,Access Netfront
Samsung,GT-B7722,samsung_gt_b7722_ver1,generic_dolfin1_5,203,0,0,203,13,7,0.03448275862069,0.03448275862069,,,,2010_october,Dolfin/Jasmine Webkit
Nokia,5230 Nuron,nokia_5230c_ver1_sub128095,nokia_5230c_ver1,2,0,0,2,1,1,0.5,0.5,Nuron,Symbian OS,9.4,2010_march,Safari
Alcatel,OT-S621A,alcatel_ot_s621a_ver1,generic_xhtml,14,0,0,14,0,0,0,0,,,,2010_october,Teleca-Obigo
Opera,Opera for Series 60,opera_nokia_series60_sub934fr,opera_nokia_series60_sub452,6754,0,0,6754,350,200,0.029612081729346,0.029612081729346,,Symbian OS,,2010_december,Opera
Nokia,501,nokia_501_ver1,nokia_generic_series40_ovibrosr,11,0,0,11,0,0,0,0,Asha 501,,,2013_may,Nokia Proxy Browser
RIM,BlackBerry 9300,blackberry9300_ver1_sub_os6,blackberry9300_ver1,3791,0,0,3791,46,41,0.010815088367185,0.010815088367185,Curve 3G,RIM OS,6,2010_november,BlackBerry
Samsung,SGH-I897,samsung_sgh_i897_ver1_suban22,samsung_sgh_i897_ver1,51,0,0,51,0,0,0,0,Galaxy S Captivate,Android,2.2,2010_june,Android Webkit
LG,LG-GX300,lg_gx300_ver1,lg_generic_obigo_q5,5,0,0,5,3,1,0.2,0.2,,,,2010_november,Teleca-Obigo
RIM,BlackBerry 9800,blackberry9800_ver1_subua,blackberry9800_ver1,43,0,0,43,0,0,0,0,Torch,RIM OS,6,2010_august,Safari
Alcatel,OT-980,alcatel_ot980_ver1,generic_android_ver2_1,12,0,0,12,0,0,0,0,,Android,2.1,2009_october,Android Webkit
BlackBerry,Z10,blackberry_z10_ver1_subos102,blackberry_z10_ver1,2,0,0,2,0,0,0,0,,RIM OS,10.2,2013_january,BlackBerry
Samsung,SCH-I545,samsung_gt_i9500_ver1_subuaverizonsam,samsung_gt_i9500_ver1,1,0,0,1,0,0,0,0,Galaxy S4,Android,4.2,2013_march,Chrome Mobile
RIM,PlayBook,rim_playbook_ver1_subuaver7,rim_playbook_ver1,19,0,0,19,0,0,0,0,,RIM Tablet OS,1,2011_may,Safari
HTC,T8788,htc_surround_ver1,generic_ms_phone_os7,1,0,0,1,0,0,0,0,Surround,Windows Phone OS,7,2010_february,IEMobile
HTC,X06HT,htc_desire_ver1_subsoftbank,htc_desire_ver1_subx06ht_suban22,1,0,0,1,0,0,0,0,HTC Desire X06HT for SoftBank,Android,2.2,2010_march,Android Webkit
Samsung,GT I9000T,samsung_gt_i9000_ver1_subt,samsung_gt_i9000_ver1,34,0,0,34,0,0,0,0,Galaxy S,Android,2.1,2010_march,Android Webkit
Samsung,GT-P3100,samsung_gt_p3100_ver1_suban41sam,samsung_gt_p3100_ver1,29,0,0,29,0,0,0,0,Galaxy Tab 2 7.0,Android,4,2012_april,Android Webkit
HTC,HD Mini T5555,htc_hd_mini_ver1_subuaiemob,htc_hd_mini_ver1,7,0,0,7,0,0,0,0,,Windows Mobile OS,6.5,2010_may,Opera
LG,P970,lg_p970_ver1_suban40rom,lg_p970_ver1,130,0,0,130,1,0,0,0,Optimus Black,Android,2.2,2010_october,Android Webkit
Samsung,GT-S6500,samsung_gt_s6500_ver1_subuaorange,samsung_gt_s6500_ver1,3,0,0,3,0,0,0,0,Galaxy Mini 2,Android,2.3,2012_may,Android Webkit
Samsung,GT-P3100,samsung_gt_p3100_ver1_subuasam,samsung_gt_p3100_ver1,1,0,0,1,0,0,0,0,Galaxy Tab 2 7.0,Android,4,2012_april,Android Webkit
Samsung,GT-S5300,samsung_gt_s5300_ver1_subuaopera,samsung_gt_s5300_ver1,15,0,0,15,0,0,0,0,Galaxy Pocket,Android,2.3,2012_may,Opera Mini
Acer,Z110,acer_z110_ver1_subuahyphen,acer_z110_ver1,2,0,0,2,0,0,0,0,,Android,2.3.6,2012_september,Android Webkit
Feiteng,GT-I93000,feiteng_gt_i93000_ver1,generic_android_ver4_1,299,0,0,299,7,4,0.013377926421405,0.013377926421405,,Android,4.1,2013_april,Android Webkit
Motorola,XT320,mot_xt320_ver1_subuamot,mot_xt320_ver1,3,0,0,3,0,0,0,0,Defy Mini,Android,2.3,2012_may,Android Webkit
Nokia,C5-00,nokia_c5_00_ver1_subuanok,nokia_c5_00_ver1,54,0,0,54,0,0,0,0,C5,Symbian OS,9.3,2010_march,Nokia BrowserNG
Alcatel,OT-990,alcatel_ot990_ver1_suban23,alcatel_ot990_ver1,1,0,0,1,0,0,0,0,One Touch 990,Android,2.3,2011_february,Android Webkit
Nokia,C5-03,nokia_c5_03_ver1_subuanok,nokia_c5_03_ver1,137,0,0,137,3,3,0.021897810218978,0.021897810218978,C5,Symbian OS,9.4,2010_october,Nokia
BP,I9300,bp_i9300_ver1,generic_android_ver2_3,17,0,0,17,0,0,0,0,,Android,2.3,2010_november,Android Webkit
Samsung,GT-N7100,samsung_gt_n7100_ver1_subuaorange,samsung_gt_n7100_ver1,6,0,0,6,0,0,0,0,Galaxy Note II,Android,4.1,2012_september,Android Webkit
Sony,LT30p,sonyericsson_lt30p_ver1_suban41nosony,sonyericsson_lt30p_ver1,75,1,1,74,0,0,0,0,Xperia T,Android,4.1,2012_october,Android Webkit
Sony,LT25i,sony_lt25i_ver1_suban41nosony,sony_lt25i_ver1,147,3,3,144,2,0,0,0,Xperia V,Android,4.1,2012_august,Android Webkit
Sony,LT30p,sonyericsson_lt30p_ver1_suban41,sonyericsson_lt30p_ver1,52,0,0,52,2,2,0.038461538461538,0.038461538461538,Xperia T,Android,4,2012_october,Android Webkit
Samsung,GT-I9100P,samsung_gt_i9100p_ver1_suban41,samsung_gt_i9100p_ver1,9,0,0,9,0,0,0,0,Galaxy S II NFC,Android,4.1,2012_february,Android Webkit
Onda,V811,onda_v811_ver1,generic_android_ver4_1,3,0,0,3,0,0,0,0,V811 Quad Core Tablet,Android,4.1,2011_december,Android Webkit
Samsung,SCH-I545,samsung_gt_i9500_ver1_subuaverizon,samsung_gt_i9500_ver1,1,0,0,1,0,0,0,0,Galaxy S4,Android,4.2,2013_march,Android Webkit
Samsung,SGH-M919,samsung_gt_i9500_ver1_subuatmobsam,samsung_gt_i9500_ver1,1,0,0,1,0,0,0,0,Galaxy S4,Android,4.2,2013_march,Android Webkit
Samsung,SGH-M919,samsung_gt_i9500_ver1_subuatmob,samsung_gt_i9500_ver1,6,0,0,6,0,0,0,0,Galaxy S4,Android,4.2,2013_march,Android Webkit
Google,Nexus S,samsung_nexus_s_ver1,generic_android_ver2_3,36,0,0,36,0,0,0,0,,Android,2.3,2010_november,Android Webkit
HTC,Legend,htc_legend_ver1_suban22,htc_legend_ver1,5,0,0,5,0,0,0,0,,Android,2.2,2009_october,Android Webkit
Nokia,Lumia 720,nokia_lumia_720_ver1,generic_ms_phone_os8,2016,0,0,2016,37,16,0.007936507936508,0.007936507936508,,Windows Phone OS,8,2013_march,IEMobile
Acer,Acer S100,acer_liquid_ver1_suban22,acer_liquid_ver1,1,0,0,1,0,0,0,0,Liquid,Android,2.2,2010_november,Android Webkit
Samsung,GT-P1000,samsung_galaxy_tab_ver1_subgtp1000,samsung_galaxy_tab_ver1,1,0,0,1,0,0,0,0,Galaxy Tab,Android,2.2,2010_september,Android Webkit
Samsung,GT-P1000R,samsung_galaxy_tab_ver1_subuar,samsung_galaxy_tab_ver1,17,0,0,17,0,0,0,0,Galaxy Tab,Android,2.2,2010_september,Android Webkit
Samsung,GT-P1000,samsung_galaxy_tab_ver1_subuam,samsung_galaxy_tab_ver1,4,0,0,4,0,0,0,0,Galaxy Tab,Android,2.2,2010_september,Android Webkit
Samsung,GT-P1000,samsung_galaxy_tab_ver1_subsght849,samsung_galaxy_tab_ver1,12,0,0,12,0,0,0,0,Galaxy Tab,Android,2.2,2010_september,Android Webkit
Apple,iPad,apple_ipad_ver1_sub421,apple_ipad_ver1_sub42,1457,1,1,1456,14,7,0.004804392587509,0.004807692307692,,iOS,4.2.1,2010_november,Safari
HTC,Desire HD,htc_desirehd_ver1,generic_android_ver2_2,34,0,0,34,0,0,0,0,,Android,2.2,2009_october,Android Webkit
Samsung,GT-P1000,samsung_galaxy_tab_ver1_subschi800,samsung_galaxy_tab_ver1,5,0,0,5,0,0,0,0,Galaxy Tab,Android,2.2,2010_september,Android Webkit
Nokia,N95 8GB,nokia_n95_8gb_ver1_funnyua,nokia_n95_8gb_ver1,6,0,0,6,0,0,0,0,,Symbian OS,9.2,2007_august,Safari
Nokia,C6-01,nokia_c6_01_ver1_sub3,nokia_c6_01_ver1,1938,0,0,1938,98,54,0.027863777089783,0.027863777089783,,Symbian OS,S3,2010_december,Nokia BrowserNG
LG,E455,lg_e460_ver1_subua455,lg_e460_ver1,1,0,0,1,0,0,0,0,Optimus L5 II Dual,Android,4.1,2013_february,Android Webkit
Huawei,P2-6011,huawei_ascend_p2_ver1,generic_android_ver4_1,1,0,0,1,0,0,0,0,Ascend P2,Android,4.1,2013_april,Android Webkit
LG,P509,lg_p509_ver1,generic_android_ver2_2,40,0,0,40,1,1,0.025,0.025,Optimus T,Android,2.2,2009_october,Android Webkit
Apple,iPhone,apple_iphone_ver4_2_1,apple_iphone_ver4_2,1303,0,0,1303,46,27,0.020721412125863,0.020721412125863,,iOS,4.2.1,2010_november,Safari
Asus,Galaxy6,asus_galaxy6_ver1,generic_ms_phone_os7,4,0,0,4,0,0,0,0,,Windows Phone OS,7,2010_february,IEMobile
Nokia,C3-01,nokia_c3_01_ver1,nokia_c3_00_ver1,1473,0,0,1473,184,137,0.093007467752885,0.093007467752885,,,,2010_september,Nokia
Samsung,GT-I9200,samsung_gt_i9200_ver1,generic_android_ver4_2,1,0,0,1,0,0,0,0,Galaxy Mega 6.3,Android,4.2,2013_may,Android Webkit
Samsung,SHW-M110S,samsung_shw_m110s_ver1,generic_android_ver2_2,259,0,0,259,0,0,0,0,Galaxy S,Android,2.2,2010_december,Android Webkit
Motorola,Droid 2 Global,mot_droid2global_ver1,mot_droid2_ver1,4,0,0,4,0,0,0,0,,Android,2.2,2010_december,Android Webkit
Motorola,Milestone,mot_milestone_ver1_sub20,mot_milestone_ver1,10,0,0,10,0,0,0,0,,Android,2,2009_october,Android Webkit
LG,T310,lg_t310_ver1,lg_generic_obigo_q7,75,0,0,75,3,1,0.013333333333333,0.013333333333333,Cookie Style,,,2011_january,Teleca-Obigo
Acer,Acer E140,acer_e140_ver1,generic_android_ver2_2,1,0,0,1,0,0,0,0,beTouch E140,Android,2.2,2011_january,Android Webkit
Amazon,Kindle 3,amazon_kindle3_ver1,amazon_kindle2_ver1,3,0,0,3,0,0,0,0,,Linux Smartphone OS,2.6.10,2010_july,Safari
LG,KU3700,lg_ku3700_ver1,generic_android_ver2_2,7,0,0,7,0,0,0,0,,Android,2.2,2009_october,Android Webkit
Dell,Streak,dell_streak_ver1_suban22,dell_streak_ver1,109,0,0,109,8,3,0.027522935779816,0.027522935779816,,Android,2.2,2009_july,Android Webkit
Samsung,GT i7500,samsung_gt_i7500_ver1_subandroid1633,samsung_gt_i7500_ver1_suban16,1,0,0,1,0,0,0,0,Galaxy,Android,1.6,2009_august,Android Webkit
LG,VS660,lg_vs660_ver1,generic_android_ver2_2,2,0,0,2,0,0,0,0,Vortex,Android,2.2,2010_january,Android Webkit
LG,T300,lg_t300_ver1,lg_generic_obigo_q7,9,0,0,9,1,0,0,0,Cookie Lite,,,2011_january,Teleca-Obigo
Samsung,GT-C3530,samsung_gt_c3530_ver1,generic_netfront_ver3_5,9,0,0,9,2,1,0.111111111111111,0.111111111111111,,,,2011_january,Access Netfront
Access,NetFront Ver. 3.5,sonyericsson_j108i_ver1,generic_netfront_ver3_5,18,0,0,18,2,2,0.111111111111111,0.111111111111111,,,,2002_july,Access Netfront
Samsung,GT-C3222,samsung_gt_c3222_ver1,generic_netfront_ver3_5,98,0,0,98,13,9,0.091836734693878,0.091836734693878,,,,2011_january,Access Netfront
