brand_name,model_name,wurfl_device_id,wurfl_fall_back,visits,opSelVisits,opSelVisitsOnly,lpVisits,submissions,subscribers,conv,realConv,marketing_name,device_os,device_os_version,release_date,mobile_browser
,,generic,root,13982,9968,9524,4458,18,13,0.000929766843084,0.002916105877075,,,,2002_january,
,,generic_mobile,generic,28318,24735,21227,7091,215,208,0.00734515149375,0.029332957269779,,,,2002_january,
,,generic_xhtml,generic_mobile,186,186,185,1,0,0,0,0,,,,2002_july,
generic web browser,,generic_web_browser,generic,54,48,43,11,0,0,0,0,,,,1994_january,
Nokia,,nokia_generic_series60,nokia_generic_series40,722,350,280,442,15,15,0.020775623268698,0.03393665158371,,Symbian OS,,2002_january,Nokia
Generic,Windows Phone 8,generic_ms_phone_os8_desktopmode,generic_ms_phone_os8,124,111,85,39,0,0,0,0,,Windows Phone OS,8,2012_october,IEMobile
Robot,Bot or Crawler,generic_curl_based_crawler,generic_web_crawler,4,4,4,0,0,0,0,0,,,,2000_january,
Robot,Bot or Crawler,generic_wget_based_crawler,generic_web_crawler,51,51,51,0,0,0,0,0,,,,2000_january,
Nokia,Generic Maemo with Fennec,nokia_generic_maemo_with_firefox,nokia_generic_maemo,1084,948,760,324,0,0,0,0,,Linux Smartphone OS,,2011_january,Firefox
Generic,Windows Phone 8,generic_ms_phone_os8,generic_ms_phone_os7_5,54,24,22,32,0,0,0,0,,Windows Phone OS,8,2012_october,IEMobile
MAUI-based Generic,MAUI WAP Browser,generic_maui_wap_browser_camelcase,generic_maui_wap_browser,78,22,12,66,0,0,0,0,,MTK/Nucleus OS,,2006_january,MAUI Wap Browser
Mozilla,Firefox for Android Tablet,generic_android_ver2_0_fennec_tablet,generic_android_ver2_2,5850,2803,2264,3586,29,29,0.004957264957265,0.00808700501952,,Android,2.2,2012_june,Fennec
HTC,Disguised as Macintosh,generic_android_htc_disguised_as_mac,generic_android_ver2,776,579,500,276,2,2,0.002577319587629,0.007246376811594,,Android,2,2009_october,Android Webkit
Generic,Windows Phone 7.5,generic_ms_phone_os7_5_desktopmode,generic_ms_phone_os7_5,106,102,99,7,0,0,0,0,,Windows Phone OS,7.5,2011_july,IEMobile
Generic,Android 4.1,generic_android_ver4_1,generic_android_ver4,13892,6724,5235,8657,40,40,0.002879355024475,0.004620538292711,,Android,4.1,2011_december,Android Webkit
Generic,J2ME Midlet,generic_midp_midlet,generic_mobile,2229,1057,911,1318,14,14,0.006280843427546,0.01062215477997,,,,2006_january,
Opera,Mobi for Android,generic_android_ver4_0_opera_mobi_11,generic_android_ver4_0_opera_mobi,71,39,35,36,1,1,0.014084507042254,0.027777777777778,,Android,4,2011_november,Opera Mobi
Generic,Android 4.0,generic_android_ver4,generic_android_ver2_4,48007,21609,16236,31771,112,112,0.002332993105172,0.003525227408643,,Android,4,2011_october,Android Webkit
Generic,Android 2.3,generic_android_ver2_3_ucweb,generic_android_ver2_3,75,43,31,44,0,0,0,0,,Android,2.3,2010_november,UCWeb
Generic,Android 2.1,generic_android_ver2_1_ucweb,generic_android_ver2_1,1,1,0,1,0,0,0,0,,Android,2.1,2009_october,UCWeb
Generic,Android 2.0,generic_android_ver2_0_ucweb,generic_android_ver2,126,71,49,77,0,0,0,0,,Android,2,2009_october,UCWeb
Mozilla,Firefox for Android,generic_android_ver2_0_fennec,generic_android_ver2_2,65356,33672,26437,38919,574,574,0.008782667237897,0.014748580384902,,Android,2.2,2012_june,Fennec
Opera,Tablet on Android,generic_android_ver3_2_opera_tablet,generic_android_ver3_2,240,110,86,154,2,2,0.008333333333333,0.012987012987013,,Android,3.2,2011_february,Opera Tablet
Opera,Tablet on Android,generic_android_ver2_3_opera_tablet,generic_android_ver2_3,47,21,17,30,0,0,0,0,,Android,2.3,2011_october,Opera Tablet
Opera,Mobi for Android,generic_android_ver2_3_opera_mobi_11,generic_android_ver2_3_opera_mobi,271,104,88,183,3,3,0.011070110701107,0.016393442622951,,Android,2.3,2010_november,Opera Mobi
Opera,Mobi for Android,generic_android_ver2_2_opera_mobi_11,generic_android_ver2_2_opera_mobi,17,9,8,9,1,1,0.058823529411765,0.111111111111111,,Android,2.2,2009_october,Opera Mobi
Opera,Mobi for Android,generic_android_ver2_2_opera_mobi,generic_android_ver2_2,6,4,4,2,0,0,0,0,,Android,2.2,2009_october,Opera Mobi
Generic,Android 2.0,generic_android_ver2_0_opera_mobi,generic_android_ver2,11123,5309,4524,6599,86,86,0.007731727052054,0.013032277617821,,Android,2,2009_october,Opera Mobi
Opera,Mini 5,generic_opera_mini_android_version5,generic_opera_mini_android_version4,14345,8847,6611,7734,163,163,0.011362844196584,0.02107576933023,,Android,2,2009_september,Opera Mini
Nokia,unrecognized OVI Browser,nokia_generic_series40_ovibrosr,nokia_generic_series40_dp50,2159,2158,1900,259,0,0,0,0,,,,2010_july,Nokia Proxy Browser
Generic,Windows Phone 7.5,generic_ms_phone_os7_5,generic_ms_phone_os7,743,667,607,136,0,0,0,0,,Windows Phone OS,7.5,2011_july,IEMobile
Generic,Android 3.2,generic_android_ver3_2,generic_android_ver3_1,34,14,13,21,0,0,0,0,,Android,3.2,2011_february,Android Webkit
Generic,SmartTV,generic_smarttv_browser,generic_web_browser,10,10,5,5,0,0,0,0,,,,2011_january,
Nokia,,nokia_generic_meego,generic_xhtml,62,7,7,55,0,0,0,0,,MeeGo,1.2,2011_june,
Generic,Android 3.1,generic_android_ver3_1,generic_android_ver3_0,52,19,17,35,0,0,0,0,,Android,3.1,2011_february,Android Webkit
Generic,Windows Phone 7,generic_ms_phone_os7_desktopmode,generic_ms_phone_os7,1,1,0,1,0,0,0,0,,Windows Phone OS,7,2010_february,IEMobile
Generic,Android 2.3,generic_android_ver2_3,generic_android_ver2_2,51990,24468,18095,33895,271,271,0.005212540873245,0.007995279539755,,Android,2.3,2010_november,Android Webkit
Generic,Windows Mobile (Opera),generic_winmo_opera_sub1000beta,generic_winmo_opera,3,3,3,0,0,0,0,0,,Windows Mobile OS,,2010_march,Opera
Nokia,Generic Maemo,nokia_generic_maemo,generic_xhtml,4,4,4,0,0,0,0,0,,Linux Smartphone OS,,2008_july,Firefox
Generic,Android 2.2,generic_android_ver2_2,generic_android_ver2_1,751,352,307,444,1,1,0.00133155792277,0.002252252252252,,Android,2.2,2009_october,Android Webkit
Nokia,Generic Maemo with Fennec,generic_opera_mobi_maemo,nokia_generic_maemo_with_firefox,26,25,19,7,0,0,0,0,,Linux Smartphone OS,,2011_january,Firefox
Generic,Windows Phone 7,generic_ms_phone_os7,generic_xhtml,3,3,3,0,0,0,0,0,,Windows Phone OS,7,2010_february,IEMobile
Generic,Android 2.1,generic_android_ver2_1,generic_android_ver2,135,55,44,91,0,0,0,0,,Android,2.1,2009_october,Android Webkit
Generic,Windows Mobile 6.5,generic_ms_winmo6_5,generic_ms_winmo6_1,16,9,6,10,0,0,0,0,,Windows Mobile OS,6.5,2009_december,Microsoft Mobile Explorer
Generic,Android 2.0,generic_android_ver2,generic_android_ver1_6,2,2,0,2,0,0,0,0,,Android,2,2009_october,Android Webkit
Generic,Android 1.5,generic_android_ver1_5,generic_android,10,6,6,4,0,0,0,0,,Android,1.5,2007_september,Android Webkit
Robot,Bot or Crawler,generic_web_crawler,generic_web_browser,433,431,402,31,1,1,0.002309468822171,0.032258064516129,,,,2000_january,
Generic,J2ME Midlet,generic_untrusted_midlet,generic_mobile,22,11,9,13,0,0,0,0,,,,2008_january,
MAUI-based Generic,MAUI WAP Browser,generic_maui_wap_browser_underscore,generic_maui_wap_browser,15,9,5,10,0,0,0,0,,MTK/Nucleus OS,,2006_january,MAUI Wap Browser
RIM,,blackberry_generic_ver4_sub60,blackberry_generic_ver4_sub50,1,1,1,0,0,0,0,0,,RIM OS,4.6,2007_january,BlackBerry
Generic,Android,generic_android,generic_xhtml,9578,4513,3271,6307,40,40,0.004176237210274,0.006342159505312,,Android,0.5,2007_september,Android Webkit
Access,NetFront Ver. 3.5,generic_netfront_ver3_5,generic_netfront_ver3_4,9,9,4,5,0,0,0,0,,,,2002_july,Access Netfront
Generic,Windows Mobile,generic_ms_mobile,generic_xhtml,202,202,200,2,0,0,0,0,,Windows Mobile OS,,2005_january,Microsoft Mobile Explorer
MAUI-based Generic,MAUI WAP Browser,generic_maui_wap_browser,generic_xhtml,289,195,132,157,10,10,0.034602076124568,0.063694267515924,,MTK/Nucleus OS,,2006_january,MAUI Wap Browser
HTC,TyTN II,htc_tytnii_ver1_subie76,htc_tytnii_ver1,1,0,0,1,0,0,0,0,,Windows Mobile OS,6,2007_february,Microsoft Mobile Explorer
Generic,Windows Mobile,ms_mobile_browser_ver1_subce176220,generic_ms_mobile,1,0,0,1,0,0,0,0,,Windows Mobile OS,,2005_january,Microsoft Mobile Explorer
Nokia,2610,nokia_2610_ver1_sub0375,nokia_2610_ver1,2,0,0,2,0,0,0,0,,,,2006_march,Nokia
Nokia,3100,nokia_3100_ver1,nokia_generic_series40,3812,2256,999,2813,0,0,0,0,,,,2003_june,Nokia
Nokia,3110 classic,nokia_3110c_ver1_sub0491,nokia_3110c_ver1,117,45,24,93,6,6,0.051282051282051,0.064516129032258,classic,,,2007_february,Nokia
Nokia,3220,nokia_3220_ver1_sub0329,nokia_3220_ver1,1,1,1,0,0,0,0,0,,,,2004_may,Nokia
Nokia,5100,nokia_5100_ver1_sub302,nokia_5100_ver1,4,4,4,0,0,0,0,0,,,,2002_november,Nokia
Nokia,5200,nokia_5200_ver1_sub0370,nokia_5200_ver1,1,1,0,1,0,0,0,0,,,,2006_september,Nokia
Nokia,5300,nokia_5300_ver1,nokia_generic_series40_dp30,2,0,0,2,0,0,0,0,,,,2006_september,Nokia
Nokia,5310 XpressMusic,nokia_5310_xpressmusic_ver1,nokia_generic_series40_dp50,5,0,0,5,1,1,0.2,0.2,XpressMusic,,,2007_august,Nokia
Nokia,5610,nokia_5610d_ver1,nokia_generic_series40_dp30,167,15,6,161,0,0,0,0,XpressMusic,,,2007_august,Nokia
Nokia,5510,nokia_5510_ver1_sub342,nokia_5510_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Nokia
Nokia,5700,nokia_5700_ver1_sub_safari,nokia_5700_ver1,36,9,9,27,2,2,0.055555555555556,0.074074074074074,XpressMusic,Symbian OS,9.2,2007_march,Safari
Nokia,6030,nokia_6030_ver1_suby341,nokia_6030_ver1,8,2,2,6,0,0,0,0,,,,2005_march,Nokia
Nokia,6060,nokia_6060_ver1_subk361,nokia_6060_ver1,39,8,3,36,0,0,0,0,,,,2005_june,Nokia
Nokia,6070,nokia_6070_ver1_sub200320,nokia_6070_ver1,9,0,0,9,2,2,0.222222222222222,0.222222222222222,,,,2006_february,Nokia
Nokia,6085,nokia_6085_ver1_sub0370,nokia_6085_ver1,62,1,0,62,0,0,0,0,,,,2006_september,Nokia
Nokia,6086,nokia_6086_ver1_subp0342,nokia_6086_ver1,1,0,0,1,0,0,0,0,,,,2006_november,Nokia
Nokia,6101,nokia_6101_ver1_sub0334,nokia_6101_ver1,1,0,0,1,0,0,0,0,,,,2005_february,Nokia
Nokia,6110,nokia_6110_ver1_submoz358,nokia_6110_ver1,4,0,0,4,0,0,0,0,Navigator,Symbian OS,9.2,2007_february,Safari
Nokia,6120 classic,nokia_6120c_ver1_sub346,nokia_6120c_ver1,8570,1458,761,7809,367,367,0.042823803967328,0.046997054680497,,Symbian OS,9.2,2007_april,Safari
Nokia,6120 classic,nokia_6120c_ver1_sub100,nokia_6120c_ver1,107,86,52,55,0,0,0,0,,Symbian OS,9.2,2007_april,Nokia
Nokia,6120 classic,nokia_6120c_ver1_sub370,nokia_6120c_ver1,87,24,13,74,5,5,0.057471264367816,0.067567567567568,,Symbian OS,9.2,2007_april,Safari
Nokia,6120 classic,nokia_6120c_ver1_sub383,nokia_6120c_ver1,348,50,24,324,13,13,0.03735632183908,0.040123456790124,,Symbian OS,9.2,2007_april,Safari
Nokia,6120 classic,nokia_6120c_ver1_sub_opera8,nokia_6120c_ver1,12,6,2,10,0,0,0,0,,Symbian OS,9.2,2007_april,Opera
Nokia,6151,nokia_6151_ver1_sub0356,nokia_6151_ver1,2,1,1,1,0,0,0,0,,,,2006_june,Nokia
Nokia,6230,nokia_6230_ver1_sub0219,nokia_6230_ver1,9,8,8,1,0,0,0,0,,,,2003_october,Nokia
Nokia,6230i,nokia_6230i_ver1_sub0312,nokia_6230i_ver1,3,2,1,2,0,0,0,0,,,,2005_march,Nokia
Nokia,6233,nokia_6233_ver1_sub200338,nokia_6233_ver1,1,0,0,1,0,0,0,0,,,,2005_december,Nokia
Nokia,6265,nokia_6265_ver1_subhl100v0401_vivnep,nokia_6265_ver1,1,1,1,0,0,0,0,0,,,,2005_june,Openwave Mobile Browser
Nokia,6270,nokia_6270_ver1_sub0353,nokia_6270_ver1,7,1,0,7,0,0,0,0,,,,2005_june,Nokia
Nokia,6270,nokia_6270_ver1_sub0365,nokia_6270_ver1,3,0,0,3,0,0,0,0,,,,2005_june,Nokia
Nokia,6267,nokia_6267_ver1_sub1,nokia_6267_ver1,29,2,0,29,0,0,0,0,,,,2007_june,Nokia
Nokia,6280,nokia_6280_ver1_sub0311,nokia_6280_ver1,20,1,1,19,0,0,0,0,,,,2005_july,Nokia
Nokia,6288,nokia_6288_ver1_sub0592,nokia_6288_ver1,4,0,0,4,0,0,0,0,,,,2006_september,Nokia
Nokia,6290,nokia_6290_ver1_sub303,nokia_6290_ver1,5,0,0,5,0,0,0,0,,Symbian OS,9.2,2006_november,Nokia
Nokia,6300,nokia_6300_ver1_sub0470,nokia_6300_ver1,15,0,0,15,1,1,0.066666666666667,0.066666666666667,,,,2006_november,Nokia
Nokia,6310i,nokia_6310i_ver1_sub00,nokia_6310i_ver1,4,4,4,0,0,0,0,0,,,,2002_march,Nokia
Nokia,6510,nokia_6510_ver1_sub322,nokia_6510_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Nokia
Nokia,6600,nokia_6600_ver1_sub3380,nokia_6600_ver1,2,2,2,0,0,0,0,0,,Symbian OS,7.0s,2003_june,Openwave Mobile Browser
Nokia,6600,nokia_6600_ver1_sub3421,nokia_6600_ver1,1,1,1,0,0,0,0,0,,Symbian OS,7.0s,2003_june,Openwave Mobile Browser
Nokia,6600,nokia_6600_ver1_sub4091symbian70s,nokia_6600_ver1,2,2,2,0,0,0,0,0,,Symbian OS,7.0s,2003_june,Openwave Mobile Browser
Nokia,6600,nokia_6600_ver1_sub5270,nokia_6600_ver1,3,0,0,3,0,0,0,0,,Symbian OS,7.0s,2003_june,Openwave Mobile Browser
Nokia,6610,nokia_6610_ver2_sub418,nokia_6610_ver1_subr2,3,3,3,0,0,0,0,0,,,,2002_june,Nokia
Nokia,6610i,nokia_6610i_ver1_sub310,nokia_6610i_ver1,2,2,2,0,0,0,0,0,,,,2004_april,Nokia
Nokia,6630,nokia_6630_ver1_sub1501,nokia_6630_ver1,85,11,7,78,2,2,0.023529411764706,0.025641025641026,,Symbian OS,8,2004_june,Nokia
Nokia,6670,nokia_6670_ver1_sub304170ch,nokia_6670_ver1,9,4,2,7,0,0,0,0,,Symbian OS,7.0s,2004_september,Nokia
Nokia,6680,nokia_6680_ver1_sub30435,nokia_6680_ver1,1388,1380,1380,8,2,2,0.001440922190202,0.25,,Symbian OS,8,2005_february,Nokia
Nokia,6680,nokia_6680_ver1_sub40407,nokia_6680_ver1,5,1,1,4,0,0,0,0,,Symbian OS,8,2005_february,Nokia
Nokia,6800,nokia_6800_ver1_sub196,nokia_6800_ver1,1,1,1,0,0,0,0,0,,,,2002_november,Nokia
Nokia,6800,nokia_6800_ver1_subnoversion,nokia_6800_ver1_subus,1,1,1,0,0,0,0,0,,,,2002_november,Nokia
Nokia,6820,nokia_6820_ver1_sub311,nokia_6820_ver1,1,1,1,0,0,0,0,0,,,,2003_october,Nokia
Nokia,7110,nokia_7110_ver1_subdeckit10,nokia_7110_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Nokia
Nokia,7200,nokia_7200_ver1_subp3040,nokia_7200_ver1,1,1,1,0,0,0,0,0,,,,2003_october,Nokia
Nokia,7210,nokia_7210_ver1_sub,nokia_7210_ver1,1,1,1,0,0,0,0,0,Supernova,,,2002_march,Nokia
Nokia,7250,nokia_7250_ver1_sub00,nokia_7250_ver1,8,8,8,0,0,0,0,0,,,,2002_november,Nokia
Nokia,7250i,nokia_7250i_ver1_sub306,nokia_7250i_ver1,2,2,2,0,0,0,0,0,,,,2003_march,Nokia
Nokia,7260,nokia_7260_ver1_sub0331,nokia_7260_ver1,1,1,1,0,0,0,0,0,,,,2004_september,Nokia
Nokia,7373,nokia_7373_ver1_sub0390,nokia_7373_ver1,1,0,0,1,0,0,0,0,,,,2006_september,Nokia
Nokia,7390,nokia_7390_ver1_sub1,nokia_7390_ver1,3,3,2,1,0,0,0,0,,,,2006_september,Nokia
Nokia,7610,nokia_7610_ver1_sub20304170ch,nokia_7610_ver1,3,1,0,3,0,0,0,0,,Symbian OS,7.0s,2004_march,Nokia
Nokia,7650,nokia_7650_ver1_sub09,nokia_7650_ver1,1,1,1,0,0,0,0,0,,Symbian OS,6.1,2001_november,Nokia
Nokia,7500,nokia_7500_ver1,nokia_7900_ver1,3,0,0,3,0,0,0,0,Prism,,,2007_august,Nokia
Nokia,8310,nokia_8310_ver1_sub0505,nokia_8310_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Nokia
Nokia,8800 Arte,nokia_8800e_ver1,nokia_8800_ver1,10,0,0,10,0,0,0,0,Arte,,,2007_november,Nokia
Nokia,8910,nokia_8910_ver1_sub0304,nokia_8910_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Nokia
Nokia,9300,nokia_9300_ver1_sub449,nokia_9300_ver1,1,0,0,1,0,0,0,0,,Symbian OS,,2004_september,Nokia
Nokia,9300,nokia_9300_ver1_sub522,nokia_9300_ver1,1,1,1,0,0,0,0,0,,Symbian OS,,2004_september,Nokia
Nokia,9500,nokia_9500_ver1_moz4110,nokia_9500_ver1,11,11,11,0,0,0,0,0,,Symbian OS,,2004_february,Nokia
Nokia,1100,nokia_1100_ver1,nokia_generic,2401,193,69,2332,0,0,0,0,,,,2002_january,Nokia
Nokia,3105,nokia_rh48_ver1_subj100c0007,nokia_rh48_ver1,1,1,1,0,0,0,0,0,,,,2003_september,Openwave Mobile Browser
Nokia,6133,nokia_6133_ver1_sub0520,nokia_6133_ver1,1,1,0,1,0,0,0,0,,,,2006_october,Nokia
Nokia,E50,nokia_e50_ver1_subsafari413,nokia_e50_ver1,22,13,12,10,2,2,0.090909090909091,0.2,,Symbian OS,9.1,2006_may,Nokia
Nokia,E61,nokia_e61_ver1_sub30106100404,nokia_e61_ver1,2,0,0,2,0,0,0,0,,Symbian OS,9.1,2005_october,Nokia
Nokia,E61,nokia_e61_ver1_submozilla50_sub2,nokia_e61_ver1,4,4,1,3,0,0,0,0,,Symbian OS,9.1,2005_october,Nokia
Nokia,E61i,nokia_e61i_ver1_safari,nokia_e61i_ver1,2,1,1,1,0,0,0,0,,Symbian OS,9.1,2007_february,Nokia
Nokia,E65,nokia_e65_ver1101063316,nokia_e65_ver1,48,17,17,31,0,0,0,0,,Symbian OS,9.1,2007_february,Nokia
Nokia,E65,nokia_e65_sub106331801,nokia_e65_ver1,12,12,12,0,0,0,0,0,,Symbian OS,9.1,2007_february,Nokia
Nokia,E65,nokia_e65_ver1_subsafari413,nokia_e65_ver1,127,65,47,80,3,3,0.023622047244094,0.0375,,Symbian OS,9.1,2008_january,Safari
Nokia,E70,nokia_e70_ver1_safari,nokia_e70_ver1,12,12,12,0,0,0,0,0,,Symbian OS,9.1,2005_october,Safari
Nokia,E90 Communicator,nokia_e90_ver1_safari_sub72403,nokia_e90_ver1,19,17,16,3,0,0,0,0,Communicator,Symbian OS,9.2,2007_february,Nokia
Nokia,N72,nokia_n72_ver1_sub20625202,nokia_n72_ver1,18,5,2,16,0,0,0,0,,Symbian OS,,2006_april,Nokia
Nokia,N76,nokia_n76_ver1_sub100035,nokia_n76_ver1,1,0,0,1,0,0,0,0,,Symbian OS,9.2,2007_january,Safari
Nokia,N77,nokia_n77_ver1_sub20720101,nokia_n77_ver1,10,0,0,10,1,1,0.1,0.1,,Symbian OS,,2005_january,Nokia
Nokia,N73,nokia_n73_ver1_submozilla50,nokia_n73_ver1,2647,536,320,2327,128,128,0.048356630147337,0.055006446067899,,Symbian OS,9.1,2007_january,Safari
Nokia,N90,nokia_n90_ver1_sub2052314,nokia_n90_ver1,4,4,4,0,0,0,0,0,,Symbian OS,8.1,2005_april,Safari
Nokia,N91,nokia_n91_ver1_submoz,nokia_n91_ver1,2,0,0,2,0,0,0,0,,Symbian OS,9.1,2005_april,Safari
Nokia,N93,nokia_n93_ver1_sub100025,nokia_n93_ver1,16,14,12,4,0,0,0,0,,Symbian OS,9.1,2006_april,Nokia
Nokia,N93i,nokia_n93i_ver1_sub110009,nokia_n93i_ver1,10,2,2,8,1,1,0.1,0.125,,Symbian OS,9.1,2006_april,Nokia
Nokia,N95,nokia_n95_ver1,nokia_generic_series60_dp30_webkit,5,5,5,0,0,0,0,0,,Symbian OS,9.2,2006_september,Safari
Nokia,N95,nokia_n95_ver1_sub_mozilla_b,nokia_n95_ver1,97,55,34,63,3,3,0.030927835051546,0.047619047619048,,Symbian OS,9.2,2006_september,Safari
Nokia,N95,nokia_n95_ver1_sub_mozilla_c,nokia_n95_ver1,276,174,108,168,15,15,0.054347826086956,0.089285714285714,,Symbian OS,9.2,2006_september,Safari
Siemens,ME45,sie_me45_ver1_sub21,sie_me45_ver1,2,2,2,0,0,0,0,0,,,,2002_january,Openwave Mobile Browser
Siemens,MC60,sie_mc60_ver1_sub00,sie_mc60_ver1,1,1,1,0,0,0,0,0,,,,2002_august,Openwave Mobile Browser
Siemens,SK65,sie_sk65_ver1_sub30,sie_sk65_ver1,1,1,1,0,0,0,0,0,,,,2005_january,Openwave Mobile Browser
Siemens,SL65,sie_sl65_ver1_sub7001139,sie_sl65_ver1,3,3,3,0,0,0,0,0,,,,2005_january,Openwave Mobile Browser
Samsung,VM-A680 (SPH-A680),samsung_spha680_ver1_sub20a680,samsung_spha680_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Teleca-Obigo
Samsung,SPH-A740,samsung_spha740_ver1_sub20,samsung_spha740_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Teleca-Obigo
Samsung,SGH-F330,samsung_f330_ver1,generic_netfront_ver3_4,1,1,0,1,0,0,0,0,,,,2002_july,Access Netfront
Samsung,SGH-X497,samsung_x497_ver1_sub6233c1101,samsung_x497_ver1,1,1,0,1,0,0,0,0,,,,2003_january,Openwave Mobile Browser
Samsung,SGH-X600,samsung_x600_ver1_subk36106,samsung_x600_ver1,1,1,1,0,0,0,0,0,,,,2002_august,Openwave Mobile Browser
Samsung,SGH-X700,samsung_sgh_x700_ver1_sub20,samsung_sgh_x700_ver1,2,2,2,0,0,0,0,0,,,,2003_january,Openwave Mobile Browser
Samsung,SGH-X820,sec_x820_ver1_sub10,sec_x820_ver1,4,4,4,0,0,0,0,0,,,,2002_july,Access Netfront
Samsung,SGH-A707,samsung_a707_ver1_subshpvppr5,samsung_a707_ver1,2,2,1,1,0,0,0,0,SYNC,,,2002_july,Access Netfront
Samsung,SGH-A737,samsung_sgh_a737_ver1,generic_xhtml,1,1,0,1,0,0,0,0,,,,2002_july,Access Netfront
Samsung,SGH-E900,sec_e900_ver1_sub10,sec_e900_ver1,4,3,3,1,0,0,0,0,,,,2002_july,Access Netfront
Alcatel,One Touch 715,alcatel_bf5_ver1_sub5031,alcatel_bf5_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Openwave Mobile Browser
Alcatel,One Touch 535,alcatel_bh4_ver1_sub1,alcatel_bh4_ver1,1,1,1,0,0,0,0,0,,,,2003_january,Openwave Mobile Browser
Alcatel,One Touch 756/757,alcatel_th4_ver1_sub,alcatel_th4_ver1,2,2,2,0,0,0,0,0,,,,2003_january,Openwave Mobile Browser
Motorola,i830,mot_i830_ver1_sub0000,mot_i830_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Openwave Mobile Browser
Motorola,i870,mot_i870_ver1_ver5b,mot_i870_ver1,1,1,1,0,0,0,0,0,,,,2005_january,Openwave Mobile Browser
Motorola,Ti260,mot_ti260_ver1_sub419_4119ixxxx,mot_ti260_ver1,2,2,2,0,0,0,0,0,,,,2002_january,Openwave Mobile Browser
Motorola,C261,mot_c261_ver1_sub0140,mot_c261_ver1,1,1,1,0,0,0,0,0,,,,2005_may,Openwave Mobile Browser
Motorola,C350M,mot_c350m_ver1_subg090423r,mot_c350m_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Motorola Internet Browser
Motorola,C350M,mot_c350m_ver1_subulsg09101ar,mot_c350m_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Motorola Internet Browser
Motorola,C380,mot_c380_ver1_sub0bd109r,mot_c380_ver1,2,2,2,0,0,0,0,0,,,,2002_january,Motorola Internet Browser
Motorola,C390,mot_c390_ver1_sub0ba006i,mot_c390_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Motorola Internet Browser
Motorola,C650,mot_c650_ver1_sub0bd22fr,mot_c650_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Motorola Internet Browser
Motorola,E398,mot_e398_ver1_sub031701,mot_e398_ver1,2,2,2,0,0,0,0,0,,,,2002_january,Motorola Internet Browser
Motorola,E398,mot_e398_ver1_subrokr0e3048r,mot_e398_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Motorola Internet Browser
Motorola,E680i,mot_e680i_ver1_sube680ig0dc3a8pzhcn,mot_e680i_ver1,2,2,2,0,0,0,0,0,,Symbian OS,,2002_july,Opera
Motorola,E1,mot_e1_ver1_subitunes0e3042r,mot_e1_ver1_subitunes,1,1,1,0,0,0,0,0,RokR,,,2005_january,Motorola Internet Browser
Motorola,E1000,mot_e1000_ver1_sub800e01i,mot_e1000_ver1,2,2,2,0,0,0,0,0,,,,2002_january,Motorola Internet Browser
Motorola,T193,mot_f5_ver1_sub4123c,mot_f5_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Openwave Mobile Browser
Motorola,A008/A388,mot_f6_ver1_sub4,mot_f6_ver1,1,1,1,0,0,0,0,0,Accompli,,,2002_january,Openwave Mobile Browser
Motorola,RAZR L6,mot_l6_ver1_sub0a5226r,mot_l6_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Motorola Internet Browser
Motorola,MPx220,mot_mpx220_ver1_sub1030,mot_mpx220_ver1,1,1,1,0,0,0,0,0,,Windows Mobile OS,2003 SE,2003_january,Microsoft Mobile Explorer
Motorola,V66,mot_sap4_ver1_sub1103,mot_sap4_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Openwave Mobile Browser
Motorola,V66,mot_sap4a_ver1_sub1103,mot_sap4a_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Openwave Mobile Browser
Motorola,T720,mot_t720_ver1_sub80r,mot_t720_ver1,2,2,2,0,0,0,0,0,,,,2002_january,Motorola Internet Browser
Motorola,T720M,mot_t720m_ver1_subg050620r,mot_t720m_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Motorola Internet Browser
Motorola,C330/C333/C336,mot_ta02_ver1,uptext_generic,1,1,1,0,0,0,0,0,,,,2002_january,Openwave Mobile Browser
Motorola,v180,mot_v180_ver1_sub0bd109r,mot_v180_ver1,3,3,3,0,0,0,0,0,,,,2002_january,Motorola Internet Browser
Motorola,V220,mot_v220ens_ver1_sub0bd132r,mot_v220ens_ver1,1,1,1,0,0,0,0,0,,,,2002_january,Motorola Internet Browser
